file_id	norm	start	end	status	llr
M01003YA7	103	44.8	59.8	adhere	-0.5
M01003YA7	107	44.8	59.8	adhere	-0.5
M01003YA7	103	59.8	74.8	adhere	-0.5
M01003YA7	107	59.8	74.8	adhere	-0.5
M01003YA7	103	74.8	89.8	adhere	-0.5
M01003YA7	107	74.8	89.8	adhere	-0.5
M01003YA7	103	89.8	104.8	adhere	-0.5
M01003YA7	107	89.8	104.8	adhere	-0.5
M01003YA7	103	104.8	119.8	adhere	-0.5
M01003YA7	107	104.8	119.8	adhere	-0.5
M01003YA7	103	119.8	134.8	adhere	-0.5
M01003YA7	107	119.8	134.8	adhere	-0.5
M01003YA7	103	134.8	149.8	adhere	-0.5
M01003YA7	107	134.8	149.8	adhere	-0.5
M01003YA7	103	149.8	164.8	adhere	-0.5
M01003YA7	107	149.8	164.8	adhere	-0.5
M01003YA7	103	164.8	179.8	adhere	-0.5
M01003YA7	107	164.8	179.8	adhere	-0.5
M01003YA7	103	179.8	194.8	adhere	-0.5
M01003YA7	107	179.8	194.8	adhere	-0.5
M01003YA7	103	194.8	209.8	adhere	-0.5
M01003YA7	107	194.8	209.8	adhere	-0.5
M01003YA7	103	209.8	224.8	adhere	-0.5
M01003YA7	107	209.8	224.8	adhere	-0.5
M01003YA7	103	224.8	239.8	adhere	-0.5
M01003YA7	107	224.8	239.8	adhere	-0.5
M01003YA7	103	239.8	254.8	adhere	-0.5
M01003YA7	107	239.8	254.8	adhere	-0.5
M01003YA7	103	254.8	269.8	adhere	-0.5
M01003YA7	107	254.8	269.8	adhere	-0.5
M01003YA7	103	269.8	284.8	adhere	-0.5
M01003YA7	107	269.8	284.8	adhere	-0.5
M01003YA7	103	284.8	299.8	adhere	-0.5
M01003YA7	107	284.8	299.8	adhere	-0.5
M01003YA7	103	299.8	314.8	adhere	-0.5
M01003YA7	107	299.8	314.8	adhere	-0.5
M01003YA7	103	314.8	329.8	adhere	-0.5
M01003YA7	107	314.8	329.8	adhere	-0.5
M01003YA7	103	329.8	344.8	adhere	-0.5
M01003YA7	107	329.8	344.8	adhere	-0.5
